text,labels
"He won two years ago by 36 percentage points, and Mr. Obama carried his district by 6 percent.",no-bias
"Rahm Emanuel, the mayor of Chicago and Mr. Obama’s former chief of staff, joined the debate on Monday and said that the president should “clear the table” by doing whatever he can administratively so small issues do not get in the way of the bigger legislative fights over access to guns.",no-bias
"According to the documents, Mr. Jackson arranged in March 2011 to have $7,000 paid to the taxidermist, with much of the money coming from a campaign account, and it was shipped a month later to Mr. Jackson’s Congressional office.",no-bias
"She said she hadn't revealed the information sooner, because she was never asked.",no-bias
"Brat shied away from explicitly identifying as a tea party candidate, saying he ran on Republican principles.",contains-bias
"Historian Alan Brinkley of Columbia University told Fox News the reading may be ""a bit of theater,"" but it is ""not insignificant given that many Republicans have decided -- implausibly, in my opinion -- that the Constitution is the vehicle that can reduce the size of government.""",contains-bias
"Republicans, by contrast, praised Lieberman.",no-bias
"In one emailed statement, Perry stated, ""just when you thought Barack Obama couldn't get any more out of touch with America's values, AP reports his administration wants to make foreign aid decisions based on gay rights.",contains-bias
"In the hours before a midnight deadline to avert a shutdown before Christmas, the vice president had broached that number, which his team has quietly continued to push in the days after parts of the government ran out of money.",no-bias
"The report has drawn heavy criticism from Republicans, including at least one potential challenger in the 2016 presidential race.",no-bias
Crowley later called her answer evasive.,no-bias
"“There won’t be any daylight there at all,” he said.",no-bias
"It's time to have a debate on our political positions, but not question each other's character and faith,"" he said.",no-bias
"Members of the tea party caucus also want to vote for a majority leader candidate that they believe in, even if he loses.",no-bias
"Rather than giving in to fear, the president said, “we will stand united, as Americans, to protect our people, and defend our nation, and to take action against those who threaten us.”",no-bias
"WASHINGTON — Representative Raúl R. Labrador, a Republican of Idaho who has barely served two terms in Congress, jumped into the race for House majority leader on Friday, offering himself as the more conservative alternative who could pull the House rightward in the wake of Representative Eric Cantor’s loss in a primary.",contains-bias
"Although I did not serve in Vietnam, I have seen first-hand the affects of military action, and no one wants it to be the first resort, nor do we want to mortgage the countries future....""",no-bias
It certainly wasn't historically unique.,contains-bias
"The Senate historian said that those who return to the Senate after leaving — like Dan Coats of Indiana and Frank R. Lautenberg of New Jersey, for example — lose their seniority, although the distinction has little meaning beyond a way to refer to a state’s senators in the formal oratory of the Senate floor.",no-bias
"Citing an article that said the normally chatty Schumer would not comment on the mosque remarks, the NRSC said Schumer should weigh in.",no-bias
"WASHINGTON ― In recent years, the opposing party approached Supreme Court nomination hearings by honing in on the nominee’s character and temperament or on one particular case that could possibly derail the nominee.",no-bias
"""I am pleased to announce that our very talented Deputy Secretary of Defense, Patrick Shanahan, will assume the title of Acting Secretary of Defense starting January 1, 2019,"" Trump wrote on Twitter Sunday morning. ",no-bias
"Mr. Trump presented the agreement with congressional leaders as a victory anyway, and indicated in a speech in the Rose Garden that his cease-fire may only be temporary: If Republicans and Democrats cannot reach agreement on wall money by the February deadline, he said that he was ready to renew the confrontation or declare a national emergency to bypass Congress altogether.",contains-bias
"But I tell you, the only way we can change is if the American people demand it,"" said Obama.",no-bias
"It is from that sizable collection of House Democrats that she draws her picks for smaller leadership posts, making her a powerful ally and, for those like Mr. Ryan who have challenged her, a formidable opponent.",no-bias
WASHINGTON ― The White House relayed President Donald Trump’s response late Thursday to bombshell allegations that Alabama GOP Senate nominee Roy Moore sexually molested a 14-year-old girl in 1979.,contains-bias
