Type,News
Real,"In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on."
Real,"Rhode Island's state pension system ""underperformed the median three out of the four years that Mr. [Frank] Caprio was in office."""
Real,"Says Mitch McConnell pushed ""the Wall Street bailout through the U.S. Senate"" and called it ""the Senate at its finest."""
Real,"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits."
Real,"Art Robinson says ""Social Security should be ended through attrition."""
Real,"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance."
Real,"Says Abraham Lincoln tried to buy slaves'freedom in border states, but the states ""all rejected it."""
Real,"Congress ""is bewildered at the scope and reach of our spying apparatus"" but in 2008 and 2012 ""explicitly rejected an amendment calling for more disclosure."""
Real,One-third of the economic stimulus package was tax cuts.
Real,"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors."
Real,Pat Toomey thinks corporations shouldn't pay any taxes.
Real,"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential."
Real,Virginias educational level among whites is higher than Georgias.
Real,"The higher the education level, the more likely they are to vote Democratic."
Real,"In 2011 alone, 269 New Jerseyans were killed by gun violence."
Real,Most of the U.S. Senate is comprised of multimillionaires.
Real,"Says ""New Jersey has the most educated population of all the states in this country."""
Real,"In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married."
Real,Cobb is one of the largest school systems (in the nation) that is debt free.
Real,"Georgia ranks ""last in job growth."""
Real,"Austin has ""over 1,000 city employees that make six-figure salaries."""
Real,"Says ""roughly two-thirds of (state) corporations didnt pay any income tax in Virginia."""
Real,"Were losing almost 6,000 state jobs."
Real,Says Texas colleges and universities may opt to allow guns on campuses.
Real,"The ""U.S. has the highest unintended pregnancy rate of any Western industrialized country."""
Real,"Says the Central Health district's tax rate is the ""lowest among the largest counties in Texas, and it will continue to be the lowest"" if voters approve a proposed tax increase."
Real,"Says Texas has ""11 different felonies you can commit with an oyster."""
Real,"Were spending $12,000 bucks a kid a year in the school system."
Real,"Oregon House Republicans jobs plan could generate more than 50,000 jobs over five years."
Real,"He received ""A"" ratings from ""every conservative organization that gives ratings."""
Real,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.
Real,"U.S. taxpayers paid $71,500 per job created by the stimulus bill."
Real,"Says he ""is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System."""
Real,"The budget currently being debated ""significantly decreases the use of one-time resources."""
Real,Most of the state budget isn't for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.
Real,"Says personal-injury trial lawyers ""have provided over 80 percent of the funding for the Texas Democratic Party for over a decade."""
Real,"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBI's highest civilian award"
Real,The Arizona law basically parrots the federal immigration law.
Real,"Georgia has ""a dropout rate thats higher"" than Alabama's."
Real,Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.
Real,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.
Real,Says there are four super PACs on the Republican side of the Texas U.S. Senate race.
Real,"Says federal debt ""doubled during the Bush administration."""
Real,"Says in his years as a Texas legislator, ""we passed three pay increases for teachers and provided them with health insurance."""
Real,60 percent of people on food assistance are working.
Real,"Proposed cuts in the House farm bill mean ""2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts."""
Real,"The Israelis""gave up 1,000 terrorists in return for one sergeant."""
Real,"Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair ""will only increase that percentage."""
Real,Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health.
Real,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.
Real,"Liberty University students ""were mandated"" to attend Sen. Ted Cruzs presidential announcement ""or they would be fined."""
